text,label
"Other reviewer's don't lie, the opening is so tight it takes some force to fit your foot in.  On the flip side, they don't have that floppy feeling that other laceless boots or shoes have.  Getting them off isn't as bad as I expected although there is no heal to lever against so I'm sure that the sole will begin peeling loose in short order, especially since it is glued on and not sewn.<br /><br />Two big gripes with this boot:  Unless you are Captain Hook, good luck getting a digit in the pull strap.  I mean really, who checks this stuff at the factory?  It's all I can do to get the tip of my finger in, I'm going to have to fab up a metal hook to aid in putting these on.  The absence of a front strap is a major oversight.<br /><br />Gripe number two is there is zero arch support in this shoe.  Did they use retired NYPD flat foots to design this thing?  They are decent to wear for a couple hours and there is so little room inside I don't think you could get away with adding an insert or arch support.<br /><br />So to sum it up, for $50 it's a pretty decent boot that would work well for short stints of light wear.  You will probably spend more time writhing on the floor trying to don and doff them than you will actually wearing the darn things.  FYI I'm from the city of Eugene of which the boot is named so I am eminently qualified to review it I think!",2
"I am returning this sandal, it is too wide, and the leather looks like painted cardboard.",0
"I was disappointed because I LOVE dansko's, however the top strap of this one is tight, and after wearing for a couple hours starts to really hurt your foot.  If there was some way to stretch it out a bit, then it would be an amazing shoe.  I bought it specifically so I could travel and wear it all day long, but sadly it has not met expectations.  It is a beautiful shoe though!",2
"Had to return them as they were larger than pictured.  The lenses were approximately 2&#34; x 2&#34;, so they work well over glasses.  This was not what I expected though.",1
i like that it is light and fit comfortable,2
Love these!!,4
"I use these for work.  I'm on my feet sometimes all day, and my feet never tire.  Very comfortable shoes, can be used casually or formally.<br /><br />Update: One year later and these shoes are toast. There are cracks on the bottoms of both shoes, resulting in water entering the shoe and making your feet wet if it's been raining. The laces are also completely stripped.<br /><br />Sorry but I'm going to have to change this to a two star rating. My previous black/dress shoes lasted me well over three years.",1
I order it one size smaller and still did not fit..,0
In theoru y but Nº 8 but were Nº 8.5. too big,2
I don't like it at all! I think it's very poorly made!,0
"These were for my son, who is 7 and very active. Unfortunately the wore out after 3 months.",2
"I wrote a good review, however, my purse fell apart in the beginning of December and I ordered it July, so only had it 5 months.  I guess this is what you get for a cheap purse!  I now threw it away.  I wished it would have lasted longer.  I did like the purse.",1
"Outstanding  ,love them., Thanks.",4
Way bigger than expected :(,2
"Pretty outside, but lining was coming off on the inside. It was also not quite as large as I had hoped. Returned it",2
"Is not only black, be careful. Description is wrong. This frame is black and VIOLET. Made in China",0
I have a high arch and the elastic over the arch didn't allow me to fit my foot in the shoe.,0
Stylish looking & good leather.  The width is more narrow to medium.  I needed to put a shoe stretcher to break it in.  Was able to wear it after stretching it overnight.  Could use more arch support and wider width.  I wish Dansko offers differerent width sizes as well.,2
This is an awesome item. Didn't have to worry about slipping around the pool.,4
No sure about arch support much but I do like them for my son.,3
"I love the style of this sandal.  I have owned 4pair over the last 8 years and have had problems with the last two that I have bought.  The thong is attached with an elastic and stretched the first week that I wore them. The previous one  Also, the back elastic has stretched making the shoes fit very loose on my feet.  I have found a cobbler that will repair the problem.  Like I mentioned, the style of this shoe is what I like and the cost of repair is worth it to me.",2
They did do a great job....just felt they were kinda bulky.  But they are definitely worth it,3
This is a tiny coin purse.  The construction is excellent and it is very cute but it is so small; much smaller than expected.  I plan to keep it but not sure what I'll use it for.  It's so tiny it will get lost in a large bag.  Might be a good gift for teenager with small purse.,3
Loved these sunglasses.  Someone stole them from Xsport though.  So now that dude is looking super fly while I'm squinting like a little B... FML,4
Left shoe wouldn't stay tightened and came loose continually. Right shoe toe split open after 1 day at the water park. Would NOT recommend this shoe,0
Cute but not made super well. Will do for a new born though.,2
"Definitely not in love with these so far.  I am a Ghost fan & should have stuck with them when buying a new pair of running shoes.  Not sure if maybe I need to break them in, but have ran in them 3 times & inside muscles hurt horribly.  Never had this issue with Ghost or even Saucony.  Not worth the price I paid.  Wish I would have returned them when I questioned the comfort before running.",2
Nice,4
"I expected them to be a bit bigger than they are on my head, so if you have a larger head I wouldn't recommend buying these.",1
